ID          Chr   Input_Pos    Male_Map  Female_Map
M5364       17     9.66627     9.66627    12.08284
M5365       17     9.74870     9.74870    12.18587
M5366       17    10.04703    10.04703    12.55879
M5367       17    10.55887    10.55887    13.19859
M5368       17    11.15775    11.15775    13.94719
M5369       17    11.31670    11.31670    14.14587
M5370       17    12.78518    12.78518    15.98147
M5371       17    12.98156    12.98156    16.22695
M5372       17    14.04801    14.04801    17.56001
M5373       17    14.05314    14.05314    17.56642
M5374       17    14.09498    14.09498    17.61872
M5375       17    14.22956    14.22956    17.78695
M5376       17    14.23824    14.23824    17.79780
M5377       17    14.38310    14.38310    17.97887
M5378       17    14.44789    14.44789    18.05986
M5379       17    15.16980    15.16980    18.96225
M5380       17    15.43442    15.43442    19.29303
M5381       17    15.45908    15.45908    19.32385
M5382       17    15.51017    15.51017    19.38771
M5383       17    15.61222    15.61222    19.51527
M5384       17    15.97271    15.97271    19.96589
M5385       17    15.98227    15.98227    19.97784
M5386       17    16.13341    16.13341    20.16676
M5387       17    16.28552    16.28552    20.35690
M5388       17    16.29334    16.29334    20.36668
M5389       17    16.76631    16.76631    20.95789
M5390       17    16.79624    16.79624    20.99530
M5391       17    18.51037    18.51037    23.13796
M5392       17    18.68601    18.68601    23.35751
M5393       17    19.30035    19.30035    24.12544
M5394       17    19.30256    19.30256    24.12820
M5395       17    19.66725    19.66725    24.58406
M5396       17    19.81640    19.81640    24.77050
M5397       17    19.99620    19.99620    24.99525
M5398       17    20.47442    20.47442    25.59302
M5399       17    20.66799    20.66799    25.83499
M5400       17    21.18530    21.18530    26.48162
M5401       17    21.28790    21.28790    26.60988
M5402       17    21.29805    21.29805    26.62256
M5403       17    21.61112    21.61112    27.01390
M5404       17    21.85550    21.85550    27.31938
M5405       17    22.13530    22.13530    27.66913
M5406       17    22.30648    22.30648    27.88310
M5407       17    22.34397    22.34397    27.92996
M5408       17    22.71901    22.71901    28.39876
M5409       17    23.02170    23.02170    28.77712
M5410       17    23.31475    23.31475    29.14344
M5411       17    23.32206    23.32206    29.15257
M5412       17    23.42000    23.42000    29.27500
M5413       17    23.58829    23.58829    29.48536
M5414       17    23.73055    23.73055    29.66319
M5415       17    23.91459    23.91459    29.89324
M5416       17    24.05122    24.05122    30.06403
M5417       17    24.22100    24.22100    30.27625
M5418       17    24.62626    24.62626    30.78282
M5419       17    25.51471    25.51471    31.89339
M5420       17    26.15919    26.15919    32.69899
M5421       17    26.71872    26.71872    33.39840
M5422       17    27.04720    27.04720    33.80900
M5423       17    27.12278    27.12278    33.90348
M5424       17    27.62402    27.62402    34.53002
M5425       17    27.70985    27.70985    34.63731
M5426       17    27.81112    27.81112    34.76390
M5427       17    27.97315    27.97315    34.96644
M5428       17    28.04094    28.04094    35.05118
M5429       17    28.80560    28.80560    36.00700
M5430       17    29.17876    29.17876    36.47345
M5431       17    29.72777    29.72777    37.15971
M5432       17    30.03245    30.03245    37.54056
M5433       17    30.70315    30.70315    38.37894
M5434       17    31.73014    31.73014    39.66268
M5435       17    32.70652    32.70652    40.88315
M5436       17    32.70704    32.70704    40.88380
M5437       17    32.88666    32.88666    41.10833
M5438       17    33.23057    33.23057    41.53821
M5439       17    34.49949    34.49949    43.12436
M5440       17    35.36051    35.36051    44.20064
M5441       17    35.43796    35.43796    44.29745
M5442       17    35.86929    35.86929    44.83661
M5443       17    35.92872    35.92872    44.91090
M5444       17    36.25138    36.25138    45.31423
M5445       17    36.88392    36.88392    46.10490
M5446       17    36.94911    36.94911    46.18639
M5447       17    37.00470    37.00470    46.25588
M5448       17    37.77716    37.77716    47.22145
M5449       17    37.88398    37.88398    47.35498
M5450       17    38.20238    38.20238    47.75298
M5451       17    38.71961    38.71961    48.39951
M5452       17    38.93097    38.93097    48.66371
M5453       17    39.11714    39.11714    48.89643
M5454       17    39.24063    39.24063    49.05079
M5455       17    39.52692    39.52692    49.40865
M5456       17    40.00693    40.00693    50.00866
M5457       17    40.80847    40.80847    51.01059
M5458       17    41.75661    41.75661    52.19576
M5459       17    42.59916    42.59916    53.24895
M5460       17    44.11973    44.11973    55.14966
M5461       17    44.90278    44.90278    56.12848
M5462       17    44.94702    44.94702    56.18378
M5463       17    45.18457    45.18457    56.48071
M5464       17    45.57781    45.57781    56.97226
M5465       17    45.57976    45.57976    56.97470
M5466       17    45.60239    45.60239    57.00299
M5467       17    46.02288    46.02288    57.52860
M5468       17    46.16023    46.16023    57.70029
M5469       17    46.73945    46.73945    58.42431
M5470       17    47.23966    47.23966    59.04958
M5471       17    48.43635    48.43635    60.54544
M5472       17    49.25893    49.25893    61.57366
M5473       17    49.36490    49.36490    61.70613
M5474       17    49.41972    49.41972    61.77465
M5475       17    49.69642    49.69642    62.12053
M5476       17    49.73865    49.73865    62.17331
M5477       17    50.02892    50.02892    62.53615
M5478       17    50.89476    50.89476    63.61845
M5479       17    51.12818    51.12818    63.91022
M5480       17    51.13759    51.13759    63.92199
M5481       17    51.20494    51.20494    64.00617
M5482       17    51.26583    51.26583    64.08229
M5483       17    51.55366    51.55366    64.44208
M5484       17    51.75268    51.75268    64.69085
M5485       17    52.23894    52.23894    65.29868
M5486       17    52.46689    52.46689    65.58361
M5487       17    54.19674    54.19674    67.74592
M5488       17    54.45888    54.45888    68.07360
M5489       17    54.50629    54.50629    68.13286
M5490       17    54.95156    54.95156    68.68945
M5491       17    55.21864    55.21864    69.02330
M5492       17    55.31040    55.31040    69.13800
M5493       17    55.43286    55.43286    69.29108
M5494       17    55.57575    55.57575    69.46969
M5495       17    55.74531    55.74531    69.68164
M5496       17    55.98251    55.98251    69.97814
M5497       17    56.14824    56.14824    70.18530
M5498       17    56.17616    56.17616    70.22020
M5499       17    56.19108    56.19108    70.23885
M5500       17    56.22288    56.22288    70.27860
M5501       17    56.56891    56.56891    70.71114
M5502       17    56.61220    56.61220    70.76525
M5503       17    56.67905    56.67905    70.84881
M5504       17    56.88658    56.88658    71.10823
M5505       17    56.93096    56.93096    71.16370
M5506       17    56.95463    56.95463    71.19329
M5507       17    56.99653    56.99653    71.24566
M5508       17    57.16986    57.16986    71.46232
M5509       17    57.30770    57.30770    71.63462
M5510       17    57.33602    57.33602    71.67003
M5511       17    57.39187    57.39187    71.73984
M5512       17    57.51884    57.51884    71.89855
M5513       17    57.94450    57.94450    72.43063
M5514       17    58.12428    58.12428    72.65535
M5515       17    58.28934    58.28934    72.86168
M5516       17    58.49464    58.49464    73.11830
M5517       17    58.57990    58.57990    73.22487
M5518       17    58.59261    58.59261    73.24076
M5519       17    58.64959    58.64959    73.31199
M5520       17    59.26574    59.26574    74.08218
M5521       17    59.34077    59.34077    74.17596
M5522       17    59.48361    59.48361    74.35451
M5523       17    59.52668    59.52668    74.40835
M5524       17    59.91260    59.91260    74.89075
M5525       17    60.16235    60.16235    75.20294
M5526       17    60.55723    60.55723    75.69654
M5527       17    60.62866    60.62866    75.78583
M5528       17    60.72839    60.72839    75.91049
M5529       17    60.85967    60.85967    76.07459
M5530       17    61.30303    61.30303    76.62879
M5531       17    61.88333    61.88333    77.35416
M5532       17    62.02753    62.02753    77.53441
M5533       17    62.29454    62.29454    77.86818
M5534       17    62.37357    62.37357    77.96696
M5535       17    62.72578    62.72578    78.40722
M5536       17    62.77411    62.77411    78.46764
M5537       17    63.12588    63.12588    78.90735
M5538       17    63.30867    63.30867    79.13584
M5539       17    63.32113    63.32113    79.15141
M5540       17    63.44301    63.44301    79.30376
M5541       17    63.47470    63.47470    79.34338
M5542       17    63.84841    63.84841    79.81051
M5543       17    64.02592    64.02592    80.03240
M5544       17    65.01473    65.01473    81.26841
M5545       17    65.17912    65.17912    81.47390
M5546       17    65.55276    65.55276    81.94095
M5547       17    65.81093    65.81093    82.26366
M5548       17    66.05941    66.05941    82.57426
M5549       17    66.77968    66.77968    83.47460
M5550       17    67.08889    67.08889    83.86111
M5551       17    67.46081    67.46081    84.32601
M5552       17    67.57394    67.57394    84.46743
M5553       17    67.62671    67.62671    84.53339
M5554       17    67.88920    67.88920    84.86150
M5555       17    67.98005    67.98005    84.97506
M5556       17    68.08509    68.08509    85.10636
M5557       17    68.18601    68.18601    85.23251
M5558       17    68.40788    68.40788    85.50985
M5559       17    68.58634    68.58634    85.73293
M5560       17    68.58721    68.58721    85.73401
M5561       17    68.81867    68.81867    86.02334
M5562       17    69.01382    69.01382    86.26728
M5563       17    69.56440    69.56440    86.95550
M5564       17    69.98624    69.98624    87.48280
M5565       17    70.09372    70.09372    87.61715
M5566       17    70.59608    70.59608    88.24510
M5567       17    71.02782    71.02782    88.78478
M5568       17    72.11877    72.11877    90.14846
M5569       17    72.32890    72.32890    90.41112
M5570       17    72.36099    72.36099    90.45124
M5571       17    72.83979    72.83979    91.04974
M5572       17    73.23873    73.23873    91.54841
M5573       17    73.31190    73.31190    91.63988
M5574       17    73.61332    73.61332    92.01665
M5575       17    73.85799    73.85799    92.32249
M5576       17    74.03332    74.03332    92.54165
M5577       17    74.17181    74.17181    92.71476
M5578       17    74.24802    74.24802    92.81002
M5579       17    74.35364    74.35364    92.94205
M5580       17    74.52564    74.52564    93.15705
M5581       17    75.35758    75.35758    94.19697
M5582       17    75.62195    75.62195    94.52744
M5583       17    76.09477    76.09477    95.11846
M5584       17    76.44515    76.44515    95.55644
M5585       17    76.76352    76.76352    95.95440
M5586       17    76.88046    76.88046    96.10057
M5587       17    77.22066    77.22066    96.52583
M5588       17    77.29038    77.29038    96.61298
M5589       17    77.76481    77.76481    97.20601
M5590       17    77.92791    77.92791    97.40989
M5591       17    78.02029    78.02029    97.52536
M5592       17    78.32191    78.32191    97.90239
M5593       17    78.91199    78.91199    98.63999
M5594       17    79.88844    79.88844    99.86055
M5595       17    79.97961    79.97961    99.97451
M5596       17    80.13643    80.13643   100.17054
M5597       17    80.18360    80.18360   100.22950
M5598       17    80.32498    80.32498   100.40622
M5599       17    81.32037    81.32037   101.65046
M5600       17    81.71036    81.71036   102.13795
M5601       17    82.22069    82.22069   102.77586
M5602       17    82.44883    82.44883   103.06104
M5603       17    82.99736    82.99736   103.74670
M5604       17    83.79537    83.79537   104.74421
M5605       17    83.97216    83.97216   104.96520
M5606       17    84.38131    84.38131   105.47664
M5607       17    84.57080    84.57080   105.71350
M5608       17    84.73875    84.73875   105.92344
M5609       17    85.12039    85.12039   106.40049
M5610       17    85.16559    85.16559   106.45699
M5611       17    85.82117    85.82117   107.27646
M5612       17    86.03049    86.03049   107.53811
M5613       17    86.59847    86.59847   108.24809
M5614       17    86.62795    86.62795   108.28494
M5615       17    86.68043    86.68043   108.35054
M5616       17    87.09435    87.09435   108.86794
M5617       17    87.16657    87.16657   108.95821
M5618       17    87.22101    87.22101   109.02626
M5619       17    87.36198    87.36198   109.20248
M5620       17    87.59157    87.59157   109.48946
M5621       17    87.78076    87.78076   109.72595
M5622       17    87.95992    87.95992   109.94990
M5623       17    88.52068    88.52068   110.65085
M5624       17    88.79934    88.79934   110.99918
M5625       17    88.80994    88.80994   111.01242
M5626       17    89.08372    89.08372   111.35465
M5627       17    89.32635    89.32635   111.65794
M5628       17    89.39123    89.39123   111.73904
M5629       17    90.08518    90.08518   112.60648
M5630       17    90.77511    90.77511   113.46889
M5631       17    90.80929    90.80929   113.51161
M5632       17    91.35399    91.35399   114.19249
M5633       17    91.52735    91.52735   114.40919
M5634       17    91.95845    91.95845   114.94806
M5635       17    92.33317    92.33317   115.41646
M5636       17    92.80111    92.80111   116.00139
M5637       17    92.82755    92.82755   116.03444
M5638       17    93.27006    93.27006   116.58758
M5639       17    93.70579    93.70579   117.13224
M5640       17    94.11578    94.11578   117.64472
M5641       17    94.40406    94.40406   118.00508
M5642       17    94.89768    94.89768   118.62210
M5643       17    94.91237    94.91237   118.64046
M5644       17    95.07030    95.07030   118.83787
M5645       17    95.09052    95.09052   118.86315
M5646       17    95.31386    95.31386   119.14232
M5647       17    95.40546    95.40546   119.25683
M5648       17    96.26821    96.26821   120.33526
M5649       17    97.68449    97.68449   122.10561
M5650       17    97.91410    97.91410   122.39263
M5651       17    98.22775    98.22775   122.78469
M5652       17    98.46456    98.46456   123.08070
M5653       17    98.55605    98.55605   123.19506
M5654       17    98.65550    98.65550   123.31938
M5655       17    98.96047    98.96047   123.70059
M5656       17    99.00616    99.00616   123.75770
M5657       17    99.02665    99.02665   123.78331
M5658       17    99.19650    99.19650   123.99563
M5659       17    99.21980    99.21980   124.02475
M5660       17    99.29070    99.29070   124.11338
M5661       17    99.54780    99.54780   124.43475
M5662       18     0.40681     0.40681     0.50851
M5663       18     0.58043     0.58043     0.72554
M5664       18     0.75210     0.75210     0.94012
M5665       18     0.97389     0.97389     1.21736
M5666       18     1.38952     1.38952     1.73690
M5667       18     1.41423     1.41423     1.76779
M5668       18     1.47357     1.47357     1.84196
M5669       18     1.93644     1.93644     2.42055
M5670       18     2.53352     2.53352     3.16690
M5671       18     3.14537     3.14537     3.93171
M5672       18     3.36188     3.36188     4.20235
M5673       18     4.01747     4.01747     5.02184
M5674       18     4.07942     4.07942     5.09927
M5675       18     4.09431     4.09431     5.11789
M5676       18     4.54617     4.54617     5.68271
M5677       18     4.89706     4.89706     6.12132
M5678       18     5.16329     5.16329     6.45411
M5679       18     5.23164     5.23164     6.53955
M5680       18     5.35545     5.35545     6.69431
M5681       18     5.50766     5.50766     6.88457
M5682       18     5.58241     5.58241     6.97801
M5683       18     5.79399     5.79399     7.24249
M5684       18     5.80257     5.80257     7.25321
M5685       18     6.55447     6.55447     8.19309
M5686       18     6.67666     6.67666     8.34582
M5687       18     6.68406     6.68406     8.35507
M5688       18     6.75695     6.75695     8.44619
M5689       18     6.77092     6.77092     8.46365
M5690       18     7.63255     7.63255     9.54069
M5691       18     8.92577     8.92577    11.15721
M5692       18     9.21264     9.21264    11.51580
M5693       18     9.36633     9.36633    11.70791
M5694       18     9.70882     9.70882    12.13603
M5695       18     9.81681     9.81681    12.27101
M5696       18     9.92157     9.92157    12.40196
M5697       18    10.23675    10.23675    12.79594
M5698       18    10.37663    10.37663    12.97079
M5699       18    10.67115    10.67115    13.33894
M5700       18    11.06646    11.06646    13.83307
M5701       18    11.80486    11.80486    14.75607
M5702       18    11.91771    11.91771    14.89714
M5703       18    12.35404    12.35404    15.44255
M5704       18    13.43106    13.43106    16.78882
M5705       18    13.51420    13.51420    16.89275
M5706       18    13.73856    13.73856    17.17320
M5707       18    13.81073    13.81073    17.26341
M5708       18    13.85856    13.85856    17.32320
M5709       18    14.08642    14.08642    17.60803
M5710       18    14.48197    14.48197    18.10246
M5711       18    14.73128    14.73128    18.41410
M5712       18    14.92927    14.92927    18.66159
M5713       18    15.11828    15.11828    18.89785
M5714       18    15.58890    15.58890    19.48612
M5715       18    16.07679    16.07679    20.09599
M5716       18    16.18489    16.18489    20.23111
M5717       18    16.24555    16.24555    20.30694
M5718       18    16.33552    16.33552    20.41940
M5719       18    16.71039    16.71039    20.88799
M5720       18    17.27563    17.27563    21.59454
M5721       18    17.30225    17.30225    21.62781
M5722       18    17.68566    17.68566    22.10707
M5723       18    18.03608    18.03608    22.54510
M5724       18    18.04232    18.04232    22.55290
M5725       18    18.05358    18.05358    22.56697
M5726       18    18.08447    18.08447    22.60559
M5727       18    18.77411    18.77411    23.46764
M5728       18    18.87056    18.87056    23.58820
M5729       18    19.38463    19.38463    24.23079
M5730       18    20.33098    20.33098    25.41372
M5731       18    20.40832    20.40832    25.51040
M5732       18    20.59743    20.59743    25.74679
M5733       18    20.61323    20.61323    25.76654
M5734       18    21.03518    21.03518    26.29397
M5735       18    21.35567    21.35567    26.69459
M5736       18    21.73035    21.73035    27.16294
M5737       18    21.81923    21.81923    27.27404
M5738       18    22.17007    22.17007    27.71259
M5739       18    22.59761    22.59761    28.24701
M5740       18    23.19145    23.19145    28.98931
M5741       18    23.24816    23.24816    29.06020
M5742       18    23.43583    23.43583    29.29479
M5743       18    23.96310    23.96310    29.95388
M5744       18    24.03839    24.03839    30.04799
M5745       18    24.12854    24.12854    30.16068
M5746       18    24.21479    24.21479    30.26849
M5747       18    24.23291    24.23291    30.29114
M5748       18    24.48166    24.48166    30.60207
M5749       18    25.30606    25.30606    31.63257
M5750       18    25.55907    25.55907    31.94884
M5751       18    25.62196    25.62196    32.02745
M5752       18    25.93897    25.93897    32.42371
M5753       18    26.10407    26.10407    32.63009
M5754       18    26.20019    26.20019    32.75024
M5755       18    26.32262    26.32262    32.90328
M5756       18    26.77374    26.77374    33.46717
M5757       18    26.99837    26.99837    33.74796
M5758       18    27.04157    27.04157    33.80196
M5759       18    28.29213    28.29213    35.36516
M5760       18    28.52273    28.52273    35.65341
M5761       18    28.58367    28.58367    35.72959
M5762       18    28.75575    28.75575    35.94469
M5763       18    29.44876    29.44876    36.81095
M5764       18    29.99440    29.99440    37.49300
M5765       18    30.15726    30.15726    37.69658
M5766       18    30.59470    30.59470    38.24338
M5767       18    30.72321    30.72321    38.40401
M5768       18    31.01374    31.01374    38.76717
M5769       18    31.11433    31.11433    38.89291
M5770       18    31.38098    31.38098    39.22622
M5771       18    31.39826    31.39826    39.24782
M5772       18    31.41828    31.41828    39.27285
M5773       18    31.52800    31.52800    39.41000
M5774       18    31.95132    31.95132    39.93915
M5775       18    32.41265    32.41265    40.51581
M5776       18    33.00337    33.00337    41.25421
M5777       18    34.67528    34.67528    43.34410
M5778       18    34.99168    34.99168    43.73960
M5779       18    35.58578    35.58578    44.48222
M5780       18    35.59543    35.59543    44.49429
M5781       18    36.78141    36.78141    45.97676
M5782       18    37.01015    37.01015    46.26269
M5783       18    37.21840    37.21840    46.52300
M5784       18    37.25468    37.25468    46.56835
M5785       18    37.26674    37.26674    46.58343
M5786       18    37.58269    37.58269    46.97836
M5787       18    37.72876    37.72876    47.16095
M5788       18    37.74783    37.74783    47.18479
M5789       18    37.84421    37.84421    47.30526
M5790       18    37.90905    37.90905    47.38631
M5791       18    38.08647    38.08647    47.60809
M5792       18    38.26518    38.26518    47.83147
M5793       18    38.54066    38.54066    48.17583
M5794       18    38.99432    38.99432    48.74290
M5795       18    39.20668    39.20668    49.00835
M5796       18    39.48615    39.48615    49.35769
M5797       18    39.73711    39.73711    49.67139
M5798       18    40.56474    40.56474    50.70593
M5799       18    40.60002    40.60002    50.75003
M5800       18    40.61485    40.61485    50.76856
M5801       18    40.62051    40.62051    50.77564
M5802       18    41.16508    41.16508    51.45635
M5803       18    41.91415    41.91415    52.39269
M5804       18    42.10229    42.10229    52.62786
M5805       18    42.12865    42.12865    52.66081
M5806       18    42.39364    42.39364    52.99205
M5807       18    42.62063    42.62063    53.27579
M5808       18    43.27273    43.27273    54.09091
M5809       18    43.29345    43.29345    54.11681
M5810       18    43.68278    43.68278    54.60348
M5811       18    44.01431    44.01431    55.01789
M5812       18    44.11588    44.11588    55.14485
M5813       18    44.43592    44.43592    55.54490
M5814       18    45.07383    45.07383    56.34229
M5815       18    45.12641    45.12641    56.40801
M5816       18    45.20241    45.20241    56.50301
M5817       18    45.30805    45.30805    56.63506
M5818       18    45.36660    45.36660    56.70825
M5819       18    45.79638    45.79638    57.24548
M5820       18    46.41682    46.41682    58.02103
M5821       18    46.46698    46.46698    58.08373
M5822       18    47.33241    47.33241    59.16551
M5823       18    47.45037    47.45037    59.31296
M5824       18    48.14611    48.14611    60.18264
M5825       18    48.99969    48.99969    61.24961
M5826       18    49.06376    49.06376    61.32970
M5827       18    49.13644    49.13644    61.42055
M5828       18    49.15401    49.15401    61.44251
M5829       18    49.17554    49.17554    61.46943
M5830       18    49.22489    49.22489    61.53111
M5831       18    49.28865    49.28865    61.61081
M5832       18    49.30984    49.30984    61.63730
M5833       18    49.35248    49.35248    61.69060
M5834       18    50.14988    50.14988    62.68735
M5835       18    50.33929    50.33929    62.92411
M5836       18    50.43316    50.43316    63.04145
M5837       18    50.58678    50.58678    63.23348
M5838       18    50.92142    50.92142    63.65178
M5839       18    51.08615    51.08615    63.85769
M5840       18    51.10830    51.10830    63.88537
M5841       18    51.15101    51.15101    63.93876
M5842       18    51.15470    51.15470    63.94338
M5843       18    51.17188    51.17188    63.96485
M5844       18    51.63426    51.63426    64.54283
M5845       18    51.71034    51.71034    64.63792
M5846       18    51.85100    51.85100    64.81375
M5847       18    51.86796    51.86796    64.83495
M5848       18    53.05168    53.05168    66.31460
M5849       18    53.65615    53.65615    67.07019
M5850       18    53.74289    53.74289    67.17861
M5851       18    54.11194    54.11194    67.63993
M5852       18    54.15711    54.15711    67.69639
M5853       18    54.92502    54.92502    68.65628
M5854       18    55.02735    55.02735    68.78419
M5855       18    55.06810    55.06810    68.83513
M5856       18    55.47041    55.47041    69.33801
M5857       18    55.66778    55.66778    69.58473
M5858       18    55.85680    55.85680    69.82100
M5859       18    56.43243    56.43243    70.54054
M5860       18    56.75447    56.75447    70.94309
M5861       18    56.75460    56.75460    70.94325
M5862       18    56.86127    56.86127    71.07659
M5863       18    57.56467    57.56467    71.95584
M5864       18    57.62622    57.62622    72.03278
M5865       18    57.73926    57.73926    72.17408
M5866       18    57.85129    57.85129    72.31411
M5867       18    58.17307    58.17307    72.71634
M5868       18    58.18889    58.18889    72.73611
M5869       18    58.52128    58.52128    73.15160
M5870       18    58.85030    58.85030    73.56288
M5871       18    59.13324    59.13324    73.91655
M5872       18    59.21203    59.21203    74.01504
M5873       18    59.31434    59.31434    74.14293
M5874       18    59.73670    59.73670    74.67088
M5875       18    59.97540    59.97540    74.96925
M5876       18    60.29574    60.29574    75.36968
M5877       18    60.46394    60.46394    75.57993
M5878       18    61.18159    61.18159    76.47699
M5879       18    61.81251    61.81251    77.26564
M5880       18    62.33026    62.33026    77.91282
M5881       18    62.36825    62.36825    77.96031
M5882       18    62.46109    62.46109    78.07636
M5883       18    62.88378    62.88378    78.60473
M5884       18    64.07842    64.07842    80.09803
M5885       18    64.66244    64.66244    80.82805
M5886       18    65.68838    65.68838    82.11048
M5887       18    66.06036    66.06036    82.57545
M5888       18    66.20920    66.20920    82.76150
M5889       18    66.31404    66.31404    82.89255
M5890       18    66.34384    66.34384    82.92980
M5891       18    66.62529    66.62529    83.28161
M5892       18    67.11768    67.11768    83.89710
M5893       18    67.51781    67.51781    84.39726
M5894       18    67.96572    67.96572    84.95715
M5895       18    69.11965    69.11965    86.39956
M5896       18    69.26851    69.26851    86.58564
M5897       18    69.70065    69.70065    87.12581
M5898       18    69.93125    69.93125    87.41406
M5899       18    70.02947    70.02947    87.53684
M5900       18    70.07503    70.07503    87.59379
M5901       18    70.56663    70.56663    88.20829
M5902       18    70.77899    70.77899    88.47374
M5903       18    71.49889    71.49889    89.37361
M5904       18    72.55122    72.55122    90.68903
M5905       18    72.89094    72.89094    91.11368
M5906       18    73.10671    73.10671    91.38339
M5907       18    73.73530    73.73530    92.16913
M5908       18    73.84123    73.84123    92.30154
M5909       18    74.26923    74.26923    92.83654
M5910       18    74.39451    74.39451    92.99314
M5911       18    74.84949    74.84949    93.56186
M5912       18    76.22590    76.22590    95.28238
M5913       18    76.46052    76.46052    95.57565
M5914       18    76.68651    76.68651    95.85814
M5915       18    77.06559    77.06559    96.33199
M5916       18    77.35224    77.35224    96.69030
M5917       18    77.56960    77.56960    96.96200
M5918       18    77.74762    77.74762    97.18452
M5919       18    77.75446    77.75446    97.19308
M5920       18    77.92614    77.92614    97.40768
M5921       18    78.02585    78.02585    97.53231
M5922       18    78.05757    78.05757    97.57196
M5923       18    78.08303    78.08303    97.60379
M5924       18    78.20732    78.20732    97.75915
M5925       18    79.50318    79.50318    99.37897
M5926       18    79.84741    79.84741    99.80926
M5927       18    79.89995    79.89995    99.87494
M5928       18    80.36516    80.36516   100.45645
M5929       18    81.61883    81.61883   102.02354
M5930       18    81.86558    81.86558   102.33198
M5931       18    81.99650    81.99650   102.49562
M5932       18    82.01687    82.01687   102.52109
M5933       18    83.29613    83.29613   104.12016
M5934       18    83.45190    83.45190   104.31488
M5935       18    83.55891    83.55891   104.44864
M5936       18    84.07621    84.07621   105.09526
M5937       18    84.53353    84.53353   105.66691
M5938       18    84.73914    84.73914   105.92393
M5939       18    84.93769    84.93769   106.17211
M5940       18    84.99112    84.99112   106.23890
M5941       18    85.30210    85.30210   106.62763
M5942       18    85.97555    85.97555   107.46944
M5943       18    86.17517    86.17517   107.71896
M5944       18    86.37939    86.37939   107.97424
M5945       18    86.95665    86.95665   108.69581
M5946       18    87.08092    87.08092   108.85115
M5947       18    87.19347    87.19347   108.99184
M5948       18    87.38041    87.38041   109.22551
M5949       18    87.45673    87.45673   109.32091
M5950       18    87.69865    87.69865   109.62331
M5951       18    87.77301    87.77301   109.71626
M5952       18    87.86759    87.86759   109.83449
M5953       18    88.70670    88.70670   110.88338
M5954       18    88.73911    88.73911   110.92389
M5955       18    88.88853    88.88853   111.11066
M5956       18    90.21308    90.21308   112.76635
M5957       18    91.01181    91.01181   113.76476
M5958       18    91.08865    91.08865   113.86081
M5959       18    91.33758    91.33758   114.17198
M5960       18    91.58503    91.58503   114.48129
M5961       18    91.89412    91.89412   114.86765
M5962       18    91.96782    91.96782   114.95978
M5963       18    92.24877    92.24877   115.31096
M5964       18    92.45233    92.45233   115.56541
M5965       18    92.50274    92.50274   115.62843
M5966       18    92.60895    92.60895   115.76119
M5967       18    93.33731    93.33731   116.67164
M5968       18    93.47256    93.47256   116.84070
M5969       18    93.65475    93.65475   117.06844
M5970       18    93.74168    93.74168   117.17710
M5971       18    94.18441    94.18441   117.73051
M5972       18    94.24772    94.24772   117.80965
M5973       18    94.57982    94.57982   118.22477
M5974       18    94.60819    94.60819   118.26024
M5975       18    95.11475    95.11475   118.89344
M5976       18    95.29968    95.29968   119.12460
M5977       18    95.74924    95.74924   119.68655
M5978       18    95.80764    95.80764   119.75955
M5979       18    95.84847    95.84847   119.81059
M5980       18    95.92206    95.92206   119.90257
M5981       18    96.01147    96.01147   120.01434
M5982       18    96.31372    96.31372   120.39215
M5983       18    96.35730    96.35730   120.44663
M5984       18    96.85955    96.85955   121.07444
M5985       18    97.10548    97.10548   121.38185
M5986       18    97.10687    97.10687   121.38359
M5987       18    97.91802    97.91802   122.39753
M5988       18    98.26615    98.26615   122.83269
M5989       18    98.31528    98.31528   122.89410
M5990       18    98.46801    98.46801   123.08501
M5991       18    98.83253    98.83253   123.54066
M5992       18    98.93223    98.93223   123.66529
M5993       18    99.06106    99.06106   123.82632
M5994       18    99.79276    99.79276   124.74095
M5995       19     0.29178     0.29178     0.36472
M5996       19     0.29628     0.29628     0.37035
M5997       19     0.93734     0.93734     1.17168
M5998       19     1.01814     1.01814     1.27268
M5999       19     1.06166     1.06166     1.32708
M6000       19     1.18511     1.18511     1.48139
M6001       19     1.39038     1.39038     1.73798
M6002       19     1.55158     1.55158     1.93947
M6003       19     1.99692     1.99692     2.49615
M6004       19     2.41920     2.41920     3.02400
M6005       19     2.44960     2.44960     3.06200
M6006       19     3.06504     3.06504     3.83130
M6007       19     3.06748     3.06748     3.83435
M6008       19     3.88124     3.88124     4.85155
M6009       19     4.40005     4.40005     5.50006
M6010       19     4.55361     4.55361     5.69201
M6011       19     4.58930     4.58930     5.73663
M6012       19     5.51000     5.51000     6.88750
M6013       19     5.77100     5.77100     7.21375
M6014       19     6.62347     6.62347     8.27934
M6015       19     6.79885     6.79885     8.49856
M6016       19     7.36677     7.36677     9.20846
M6017       19     7.94603     7.94603     9.93254
M6018       19     7.95554     7.95554     9.94443
M6019       19     8.41405     8.41405    10.51756
M6020       19     8.51904     8.51904    10.64880
M6021       19     9.16169     9.16169    11.45211
M6022       19     9.23961     9.23961    11.54951
M6023       19     9.96402     9.96402    12.45502
M6024       19    10.69246    10.69246    13.36557
M6025       19    10.72250    10.72250    13.40312
M6026       19    10.89459    10.89459    13.61824
M6027       19    11.08812    11.08812    13.86015
M6028       19    11.22194    11.22194    14.02743
